vax_infected,DegreeTargeted,BetweennessTargeted,PageRankTargeted,NoVaccination,RandomVaccination
0.05,282.6333333333333,86.23333333333333,128.83333333333334,1166.1,1055.1666666666667
0.1,317.73333333333335,147.4,153.86666666666667,1151.6,1053.8333333333333
0.15000000000000002,260.1333333333333,143.73333333333332,194.53333333333333,1179.9,1032.2666666666667
0.2,191.4,148.3,141.83333333333334,1139.6666666666667,1004.3666666666667
0.25,248.16666666666666,144.0,148.13333333333333,1167.6333333333334,1021.4666666666667
0.3,253.8,173.0,149.46666666666667,1143.1333333333334,1024.0666666666666
0.35000000000000003,337.1666666666667,151.33333333333334,186.0,1163.9666666666667,1079.3
0.4,269.3333333333333,175.46666666666667,151.93333333333334,1135.9666666666667,1062.2666666666667
0.45,299.3666666666667,147.26666666666668,185.3,1173.1,1090.6666666666667
0.5,288.6333333333333,147.96666666666667,171.4,1175.0666666666666,1015.1
