vax_infected,DegreeTargeted,BetweennessTargeted,PageRankTargeted,NoVaccination,RandomVaccination
0.05,286.7,149.06666666666666,146.76666666666668,1150.0666666666666,996.7
0.1,228.46666666666667,156.56666666666666,130.0,1152.2333333333333,1054.1666666666667
0.15000000000000002,310.5,120.4,120.2,1182.4333333333334,1023.6333333333333
0.2,267.6,148.2,143.86666666666667,1182.3333333333333,1084.7333333333333
0.25,291.6666666666667,165.73333333333332,142.86666666666667,1134.7333333333333,1020.7333333333333
0.3,257.5,138.76666666666668,167.0,1156.2333333333333,1063.8333333333333
0.35000000000000003,220.4,157.1,199.73333333333332,1157.0333333333333,1041.4333333333334
0.4,249.06666666666666,144.26666666666668,129.2,1172.5333333333333,985.6
0.45,250.76666666666668,179.13333333333333,165.63333333333333,1152.7333333333333,968.8333333333334
0.5,300.8333333333333,124.36666666666666,165.1,1163.2666666666667,1071.3666666666666
