vax_infected,DegreeTargeted,BetweennessTargeted,PageRankTargeted,NoVaccination,RandomVaccination
0.05,290.7,189.5,163.06666666666666,1150.9,1035.9
0.1,158.6,164.43333333333334,229.36666666666667,1138.8666666666666,1059.9333333333334
0.15000000000000002,283.6,184.5,140.73333333333332,1159.4666666666667,1003.4
0.2,329.76666666666665,171.86666666666667,142.93333333333334,1172.7666666666667,1074.0333333333333
0.25,242.86666666666667,95.36666666666666,182.73333333333332,1168.6,1060.3666666666666
0.3,340.1666666666667,169.63333333333333,144.16666666666666,1153.9333333333334,1011.6666666666666
0.35000000000000003,238.5,169.3,177.43333333333334,1121.5333333333333,994.6666666666666
0.4,311.0,144.7,128.0,1163.6,1044.6
0.45,318.6333333333333,232.13333333333333,169.73333333333332,1158.3666666666666,1012.3333333333334
0.5,282.53333333333336,162.03333333333333,107.7,1184.4,978.1666666666666
