vax_infected,DegreeTargeted,BetweennessTargeted,PageRankTargeted,NoVaccination,RandomVaccination
0.05,266.0,173.96666666666667,146.46666666666667,1202.5666666666666,1026.4
0.1,261.6,194.0,93.36666666666666,1168.6,979.2
0.15000000000000002,250.86666666666667,125.03333333333333,206.16666666666666,1156.8333333333333,1008.0333333333333
0.2,366.3666666666667,132.63333333333333,151.76666666666668,1180.9,1023.7666666666667
0.25,234.26666666666668,120.63333333333334,180.23333333333332,1140.7666666666667,1026.6666666666667
0.3,381.4,163.63333333333333,174.7,1169.5333333333333,1038.9
0.35000000000000003,234.83333333333334,156.23333333333332,182.66666666666666,1175.1333333333334,1050.6666666666667
0.4,283.3333333333333,129.76666666666668,183.06666666666666,1192.6666666666667,1007.2666666666667
0.45,315.1666666666667,143.4,180.83333333333334,1186.8666666666666,1016.9666666666667
0.5,286.53333333333336,147.36666666666667,133.83333333333334,1152.7666666666667,1070.4
