vax_infected,DegreeTargeted,BetweennessTargeted,PageRankTargeted,NoVaccination,RandomVaccination
0.05,238.6,148.3,160.0,1173.0333333333333,1014.7
0.1,233.56666666666666,118.23333333333333,158.8,1171.8666666666666,996.3666666666667
0.15000000000000002,317.3,211.46666666666667,122.63333333333334,1139.3333333333333,1002.6
0.2,292.96666666666664,137.0,160.7,1124.4,1023.4333333333333
0.25,287.46666666666664,124.26666666666667,121.8,1142.6666666666667,1079.6
0.3,231.0,127.36666666666666,140.4,1113.0666666666666,1079.8666666666666
0.35000000000000003,256.76666666666665,177.5,168.1,1153.4333333333334,1037.5666666666666
0.4,265.53333333333336,182.36666666666667,150.0,1168.6666666666667,1017.5333333333333
0.45,223.63333333333333,180.46666666666667,182.13333333333333,1149.6333333333334,1000.7666666666667
0.5,294.26666666666665,144.76666666666668,113.46666666666667,1175.7,1058.3666666666666
