vax_infected,DegreeTargeted,BetweennessTargeted,PageRankTargeted,NoVaccination,RandomVaccination
0.05,297.96666666666664,160.76666666666668,179.43333333333334,1152.5,1019.6
0.1,268.93333333333334,135.7,227.36666666666667,1191.5333333333333,1047.0666666666666
0.15000000000000002,306.56666666666666,148.53333333333333,188.6,1182.9333333333334,1001.6333333333333
0.2,256.7,172.2,106.86666666666666,1167.5666666666666,1027.5333333333333
0.25,296.03333333333336,154.96666666666667,114.23333333333333,1140.6,1091.9
0.3,201.9,181.3,211.6,1154.1,1026.5666666666666
0.35000000000000003,284.53333333333336,173.03333333333333,175.5,1115.6333333333334,1058.1
0.4,267.56666666666666,130.43333333333334,200.3,1154.3666666666666,1037.3666666666666
0.45,316.6666666666667,143.2,189.2,1175.6666666666667,1009.8666666666667
0.5,235.0,120.5,179.93333333333334,1169.9666666666667,1016.7
