vax_infected,DegreeTargeted,BetweennessTargeted,PageRankTargeted,NoVaccination,RandomVaccination
0.05,273.23333333333335,139.26666666666668,101.1,1170.8,1050.1333333333334
0.1,289.53333333333336,142.7,131.8,1170.8666666666666,1034.5666666666666
0.15000000000000002,205.36666666666667,142.53333333333333,144.13333333333333,1134.7666666666667,1071.0
0.2,257.46666666666664,106.56666666666666,139.56666666666666,1194.2333333333333,1032.3666666666666
0.25,282.5,148.83333333333334,194.03333333333333,1167.0666666666666,1062.2666666666667
0.3,282.43333333333334,187.3,187.33333333333334,1162.2333333333333,1029.4333333333334
0.35000000000000003,318.3,174.6,193.4,1169.1,1019.6666666666666
0.4,372.6666666666667,132.66666666666666,200.7,1188.8,1078.1
0.45,364.56666666666666,196.26666666666668,139.56666666666666,1178.4666666666667,987.6333333333333
0.5,246.73333333333332,183.4,162.1,1177.0333333333333,1071.3666666666666
