vax_infected,DegreeTargeted,BetweennessTargeted,PageRankTargeted,NoVaccination,RandomVaccination
0.05,282.56666666666666,186.66666666666666,155.66666666666666,1161.0333333333333,1011.3666666666667
0.1,306.8,137.66666666666666,148.9,1133.3666666666666,1068.8666666666666
0.15000000000000002,263.53333333333336,157.53333333333333,134.4,1150.2666666666667,1071.0333333333333
0.2,339.2,168.56666666666666,117.96666666666667,1143.9333333333334,1035.3666666666666
0.25,281.6666666666667,141.26666666666668,173.8,1178.0,1068.9666666666667
0.3,290.1666666666667,140.43333333333334,174.96666666666667,1165.2333333333333,1000.2
0.35000000000000003,292.6,178.6,122.93333333333334,1170.2666666666667,1009.0333333333333
0.4,276.3333333333333,228.0,170.46666666666667,1144.7666666666667,1017.1333333333333
0.45,335.1666666666667,147.03333333333333,220.2,1176.7,993.4666666666667
0.5,166.33333333333334,169.06666666666666,153.16666666666666,1161.6,1043.3
