vax_infected,DegreeTargeted,BetweennessTargeted,PageRankTargeted,NoVaccination,RandomVaccination
0.05,348.26666666666665,151.93333333333334,168.3,1195.5,1084.4
0.1,248.6,174.66666666666666,152.5,1182.9,1056.9
0.15000000000000002,306.3666666666667,186.3,224.2,1178.1333333333334,1026.2
0.2,313.56666666666666,195.73333333333332,142.2,1176.7,1044.0333333333333
0.25,309.9,163.3,171.56666666666666,1183.7666666666667,999.0333333333333
0.3,173.46666666666667,101.7,188.53333333333333,1171.9666666666667,1016.6
0.35000000000000003,263.8666666666667,171.5,145.03333333333333,1150.0666666666666,991.3
0.4,249.56666666666666,112.86666666666666,158.33333333333334,1149.6333333333334,1005.6
0.45,289.43333333333334,165.23333333333332,165.7,1145.0,1047.9666666666667
0.5,299.8,108.96666666666667,203.6,1179.6666666666667,940.5333333333333
