vax_infected,DegreeTargeted,BetweennessTargeted,PageRankTargeted,NoVaccination,RandomVaccination
0.05,306.4,172.96666666666667,159.1,1183.3666666666666,1069.6333333333334
0.1,265.3333333333333,127.43333333333334,160.46666666666667,1169.9666666666667,1020.6
0.15000000000000002,331.5,156.13333333333333,135.63333333333333,1160.4,984.2666666666667
0.2,296.9,155.33333333333334,109.03333333333333,1180.3,1069.4
0.25,281.3666666666667,208.2,198.43333333333334,1176.9333333333334,1093.8333333333333
0.3,297.8333333333333,115.06666666666666,152.83333333333334,1167.9,1052.7333333333333
0.35000000000000003,145.03333333333333,169.76666666666668,181.06666666666666,1162.7333333333333,988.5
0.4,291.5,177.0,117.63333333333334,1181.1333333333334,1072.2
0.45,332.76666666666665,157.73333333333332,192.06666666666666,1189.2666666666667,1028.3333333333333
0.5,315.8333333333333,122.13333333333334,125.36666666666666,1173.2666666666667,1042.6666666666667
