vax_infected,DegreeTargeted,BetweennessTargeted,PageRankTargeted,NoVaccination,RandomVaccination
0.05,226.66666666666666,138.93333333333334,159.46666666666667,1159.2,989.0
0.1,372.96666666666664,141.76666666666668,172.3,1127.5333333333333,1083.9333333333334
0.15000000000000002,253.7,132.8,181.36666666666667,1155.1333333333334,1057.6
0.2,193.8,193.63333333333333,211.36666666666667,1182.8333333333333,1060.3333333333333
0.25,347.23333333333335,129.03333333333333,146.16666666666666,1152.0666666666666,1037.4
0.3,315.5,151.63333333333333,165.3,1170.4,1031.3333333333333
0.35000000000000003,357.23333333333335,160.9,172.1,1137.0666666666666,1040.9666666666667
0.4,242.2,121.9,174.8,1168.4666666666667,1054.4666666666667
0.45,328.03333333333336,129.2,174.93333333333334,1175.3333333333333,1046.0666666666666
0.5,303.8666666666667,151.33333333333334,191.7,1200.0,1049.0
