vax_infected,DegreeTargeted,BetweennessTargeted,PageRankTargeted,NoVaccination,RandomVaccination
0.05,213.63333333333333,168.86666666666667,177.4,1187.9333333333334,1040.7333333333333
0.1,271.8666666666667,199.16666666666666,127.13333333333334,1156.5,1025.3
0.15000000000000002,272.46666666666664,103.16666666666667,124.8,1141.0,999.9
0.2,283.53333333333336,107.46666666666667,134.56666666666666,1156.7666666666667,1050.2666666666667
0.25,334.96666666666664,155.4,156.63333333333333,1155.9333333333334,1015.3666666666667
0.3,241.83333333333334,192.46666666666667,121.83333333333333,1175.1666666666667,1012.5
0.35000000000000003,240.53333333333333,160.4,183.13333333333333,1148.8666666666666,1033.6333333333334
0.4,298.6,163.63333333333333,184.2,1156.9666666666667,1020.5666666666667
0.45,346.26666666666665,153.36666666666667,137.13333333333333,1178.3,1006.6666666666666
0.5,307.53333333333336,174.83333333333334,137.03333333333333,1135.0666666666666,1091.1666666666667
